16,33,84,21
15,78,82,15
20,41,50,32
46,52,67,34
5,8,48,17
15,18,59,11
14,59,78,23
60,63,81,24
33,50,65,14
16,37,46,28
10,25,65,22
32,35,53,32
29,32,71,29
7,25,82,31
55,60,64,12
30,34,61,6
34,55,75,3
43,64,83,16
70,75,79,3
68,76,85,13
3,45,54,27
14,46,55,19
12,39,44,8
7,38,83,7
31,34,75,3
18,81,87,30
21,30,37,18
13,41,56,1
37,66,69,18
5,14,33,14
10,67,86,19
34,53,62,10
9,15,18,33
6,49,70,6
11,63,66,11
2,17,80,26
44,48,64,44
16,34,43,28
9,66,87,33
23,76,80,4
44,62,83,32
26,29,59,26
8,61,76,13
30,34,74,42
34,55,73,34
13,30,46,6
11,38,41,35
7,47,51,43
46,73,76,34
1,9,65,37
12,56,63,8
31,52,83,16
14,67,71,7
64,72,80,40
12,52,68,36
50,67,70,19
6,58,86,42
43,72,87,24
43,46,74,19
20,64,71,4
19,26,47,7
12,17,20,17
46,61,64,34
25,41,81,37
42,50,57,2
10,51,55,3
16,43,70,28
44,47,53,32
47,67,74,7
17,26,70,10
30,59,74,23
23,38,68,35
4,47,80,4
32,39,47,20
17,26,81,14
14,30,33,2
2,54,81,2
33,40,60,21
14,34,54,38
13,52,70,25
38,53,70,10
28,37,55,28
43,52,85,31
31,82,85,31
53,59,74,29
31,36,51,24
41,62,69,14
50,66,82,38
15,18,48,27
10,29,38,10
9,29,61,45
27,59,78,11
17,69,84,5
18,82,87,15
27,71,79,39
44,59,62,32
5,32,83,29
45,49,77,45
45,51,72,33
14,33,65,14
13,19,64,25
44,53,73,1
10,40,85,34
47,63,67,47
17,47,86,29
43,47,74,7
6,24,87,30
1,46,79,25
49,55,64,25
30,81,86,2
22,30,61,6
26,41,83,26
17,50,58,10
16,73,81,9
63,71,79,39
2,5,80,26
4,7,59,16
39,56,84,8
23,28,67,16
17,26,32,29
10,40,55,34
23,39,43,47
36,39,81,24
64,71,79,16
7,46,62,19
43,52,60,12
43,52,58,31
7,52,85,31
6,9,39,30
17,21,62,14
14,29,45,14
6,22,50,42
44,71,77,32
2,5,44,26
21,30,74,2
27,57,72,27
16,45,85,9
71,76,80,4
13,52,81,9
47,64,80,4
14,55,58,19
6,21,72,30
43,64,70,31
5,32,61,1
21,65,85,45
25,42,82,6
24,55,63,24
13,22,54,6
23,26,56,35
5,23,50,29
29,36,44,17
20,35,76,4
33,48,65,5
25,46,64,25
35,50,67,7
4,23,55,16
37,41,44,1
12,21,75,24
15,35,56,20
12,30,81,24
53,59,68,29
57,61,76,9
17,36,56,17
4,37,56,13
5,50,71,29
55,76,82,31
17,20,59,29
41,73,80,1
46,61,77,22
12,68,87,8
10,17,85,22
9,25,77,45
42,63,70,15
18,24,27,30
44,65,83,32
4,59,79,16
18,50,57,2
5,69,72,5
23,43,51,47
11,32,64,4
12,15,57,24
23,32,65,35
13,44,52,13
77,81,84,5
32,47,64,4
20,73,76,13
41,61,81,41
29,68,84,17
68,77,85,1
31,47,62,7
39,66,72,27
32,53,74,32
17,33,72,5
53,60,69,5
22,27,54,15
47,74,77,35
54,59,62,23
19,70,75,3
27,44,71,20
16,19,72,12
19,59,64,16
8,14,35,32
58,61,65,22
7,47,64,16
3,9,18,27
17,32,61,1
27,36,43,24
56,59,75,20
43,47,86,7
64,79,83,16
19,50,70,19
42,57,60,30
15,21,30,27
14,32,65,26
4,47,68,4
67,70,86,19
12,53,69,5
33,66,84,33
11,38,80,35
39,44,83,20
57,78,87,33
69,77,85,45
39,54,69,27
18,59,62,23
30,35,86,23
44,50,59,32
28,32,48,40
9,25,53,45
49,76,82,25
36,45,53,5
40,67,72,12
4,7,73,28
24,32,41,17
18,45,63,30
8,48,51,8
8,36,51,8
15,56,59,20
22,79,87,3
5,32,60,17
7,23,64,16
25,55,82,25
27,30,59,11
50,57,65,14
48,56,65,17
23,77,80,35
44,62,77,32
22,62,65,10
47,53,80,35
6,34,86,42
5,69,86,14
42,62,83,23
42,45,51,30
20,38,59,32
21,66,73,18
13,64,81,9
22,55,64,34
19,46,86,19
78,82,85,6
9,24,51,33
34,39,66,15
8,12,39,8
3,60,81,27
11,27,56,20
2,5,81,14
4,8,84,40
70,73,77,22
12,31,63,24
20,53,73,1
14,44,83,26
40,44,59,4
35,52,55,16
11,32,74,35
21,36,40,21
44,64,73,13
26,53,80,26
20,23,38,32
14,17,82,10
22,67,85,34
14,31,34,19
2,23,32,26
18,38,58,42
3,18,45,27
43,52,82,31
56,73,76,13
29,45,85,41
16,33,60,21
38,78,81,2
14,35,55,7
3,42,58,15
28,56,61,13
32,65,72,17
15,58,78,15
4,60,68,40
25,29,58,22
29,34,62,10
25,66,70,6
23,40,56,4
11,44,77,35
56,72,76,44
8,53,74,32
25,28,55,25
53,56,84,17
53,72,80,17
5,35,62,29
44,77,83,32
9,13,18,18
12,29,80,17
19,37,76,31
35,40,44,4
18,47,75,11
25,46,78,6
60,68,77,17
62,70,79,19
35,74,77,35
51,56,60,8
12,32,41,17
11,14,78,23
6,9,25,18
50,80,83,26
18,34,62,42
7,14,82,19
20,62,65,32
9,39,60,33
13,22,31,25
40,72,81,21
26,32,71,26
21,62,66,2
36,64,79,12
28,31,48,12
35,78,86,23
70,79,87,3
30,70,85,6
22,25,67,34
17,20,84,17
1,17,69,37
23,68,86,35
11,30,86,23
22,42,62,46
17,33,85,41
20,37,64,13
54,73,82,6
71,74,78,23
66,75,83,11
8,64,84,44
11,44,63,20
5,44,50,29
25,65,70,22
9,41,72,5
60,77,81,5
7,11,14,7
43,46,52,31
3,42,45,27
43,51,60,24
53,68,71,29
19,73,76,31
12,32,77,17
30,81,84,30
72,77,80,17
13,77,82,22
12,54,75,24
11,40,43,16
25,55,64,25
67,75,84,24
32,36,76,44
12,44,64,36
31,62,71,7
43,46,50,19
34,54,61,6
20,52,61,13
42,46,86,42
62,66,70,38
18,60,63,30
7,47,52,16
25,28,79,25
5,11,38,29
6,21,87,30
29,33,61,41
33,65,73,45
2,41,56,26
40,70,73,28
29,37,69,41
27,30,72,27
18,34,39,15
14,53,58,10
15,20,60,8
14,69,78,2
29,32,37,1
22,30,75,15
12,53,68,17
35,75,80,20
29,33,72,5
30,48,63,30
8,25,77,1
19,27,84,24
41,44,59,29
28,55,85,28
53,61,80,1
15,60,69,27
27,36,67,24
8,12,75,8
17,45,86,14
48,52,57,21
9,29,38,14
40,61,79,28
41,74,81,14
33,42,51,33
53,71,80,29
43,58,61,31
23,43,74,7
54,60,75,30
1,57,77,37
20,23,52,4
27,36,56,8
15,81,84,27
62,70,77,10
55,64,82,31
4,20,60,40
16,31,82,28
7,70,74,19
16,36,68,40
14,19,59,7
34,61,67,34
47,54,87,11
23,43,52,16
11,51,66,11
23,53,62,35
31,46,63,3
48,64,67,12
51,55,72,24
8,40,59,4
31,50,71,7
21,49,65,45
67,71,74,7
5,20,23,29
20,24,27,8
28,81,84,21
13,28,46,25
19,47,51,43
25,28,34,25
19,48,75,24
8,39,59,20
10,28,85,34
1,28,67,25
2,20,35,26
18,61,81,18
36,39,55,24
20,29,37,1
30,47,50,23
49,64,81,9
41,56,61,1
15,70,79,3
43,49,82,31
6,9,84,30
11,17,44,35
24,51,55,24
13,31,52,25
2,18,45,2
20,26,41,32
58,73,77,22
12,32,51,8
44,61,77,1
18,69,85,18
12,28,55,12
9,13,77,45
5,14,47,29
18,26,81,2
20,40,48,44
24,67,75,24
26,41,70,10
17,45,84,5
34,38,66,46
34,79,87,3
5,48,69,5
58,62,66,46
40,59,68,4
37,70,76,25
25,34,66,6
41,50,69,14
28,43,83,16
19,50,58,19
2,18,33,2
12,20,52,36
23,52,80,4
27,72,79,24
4,19,23,16
10,42,85,6
23,56,74,35
10,26,78,46
28,61,68,13
36,40,43,12
25,57,76,9
22,29,37,22
16,36,43,12
8,37,77,1
22,43,61,34
29,59,74,29
28,31,58,28
19,64,84,12
70,76,79,34
21,72,76,21
16,20,49,13
28,58,85,28
67,75,82,3
18,23,51,11
22,25,77,22
54,58,74,42
9,28,49,9
55,64,85,31
54,60,69,30
18,27,83,11
10,14,66,46
12,21,65,5
12,43,52,12
14,32,53,26
29,44,61,1
7,22,52,31
16,68,83,4
28,44,59,4
12,64,68,36
1,41,56,1
50,58,66,38
8,28,37,13
21,49,66,18
16,82,85,28
41,61,80,1
6,39,45,30
19,22,74,19
2,8,11,26
33,42,75,33
4,35,44,4
6,9,86,2
13,22,78,6
31,36,75,24
60,65,69,5
28,36,79,12
24,41,80,17
20,28,47,4
36,53,80,17
15,44,83,20
19,71,86,7
21,36,75,33
5,20,24,17
27,30,34,15
20,28,60,44
2,56,65,26
41,68,72,17
1,40,70,25
6,14,57,2
50,59,65,26
4,22,67,28
34,54,85,6
32,35,50,32
8,41,85,1
31,40,59,16
8,41,49,1
42,59,75,11
7,28,73,31
17,49,57,41
33,54,73,18
16,36,45,21
60,69,87,24
56,62,71,32
8,49,52,13
7,50,82,19
29,44,49,1
12,41,80,17
13,16,55,25
39,72,78,27
36,54,69,24
63,67,70,3
16,49,69,9
25,46,67,25
57,66,72,33
15,23,32,20
25,43,46,25
38,46,55,19
21,50,78,2
47,50,54,23
37,54,82,6
1,16,79,25
52,79,85,28
8,83,86,32
9,54,62,2
11,28,79,16
30,51,70,15
6,45,72,30
5,62,81,14
80,84,87,8
36,40,45,21
61,66,70,6
13,40,57,9
11,40,56,4
3,48,57,27
2,41,45,14
22,43,87,3
3,21,66,27
12,75,80,8
18,26,69,2
51,69,72,27
20,71,76,4
36,54,63,24
25,41,68,1
10,40,43,34
19,34,86,19
3,6,46,15
75,81,84,27
6,51,72,30
10,27,42,15
3,18,60,27
6,45,50,2
31,58,61,31
16,37,69,9
7,11,51,43
74,78,81,2
20,53,72,17
26,30,47,23
14,43,47,7
6,36,81,30
45,65,86,14
69,75,78,33
17,25,70,22
12,28,80,36
52,58,73,28
27,34,78,15
36,68,77,17
8,59,87,20
14,53,80,26
10,41,50,10
3,55,82,3
17,21,72,5
5,37,81,41
9,16,25,9
7,15,59,43
9,36,78,33
32,48,64,44
10,30,50,46
14,29,46,10
39,44,48,8
43,46,64,31
17,50,59,29
7,52,61,31
10,42,75,15
22,43,85,34
7,64,71,16
21,74,78,2
53,57,61,41
38,41,82,10
15,31,59,39
35,41,44,35
28,33,36,21
58,61,79,34
24,32,63,8
35,50,53,35
53,62,70,10
10,65,73,22
9,61,78,18
17,33,86,14
15,20,36,8
43,59,63,43
29,47,50,29
21,52,84,21
7,34,49,31
44,64,72,44
31,35,64,16
18,23,75,11
22,52,85,34
9,49,52,9
31,37,76,31
30,82,85,6
29,46,85,22
13,33,54,18
18,37,57,18
45,52,84,21
8,12,87,8
9,12,27,33
8,77,85,1
27,42,48,27
15,18,33,27
6,38,81,2
24,32,51,8
50,65,80,26
50,54,83,23
56,59,77,32
36,43,87,24
13,33,65,37
54,60,63,30
3,6,22,15
8,17,60,17
25,29,33,37
13,58,76,25
19,34,76,31
48,54,57,24
68,83,87,20
12,65,69,5
22,39,67,3
6,61,82,6
46,67,87,3
18,51,59,11
2,41,57,14
5,8,50,29
5,44,85,1
14,22,55,19
42,69,75,30
10,28,37,34
36,40,56,36
31,47,51,43
6,46,49,6
44,52,84,44
31,35,86,7
8,40,84,44
37,79,82,25
77,81,86,14
8,62,77,32
27,45,72,27
24,31,75,24
10,30,38,46
46,64,73,34
24,29,32,17
46,54,61,6
25,58,67,25
7,38,70,19
48,66,81,24
9,60,63,33
29,37,80,1
23,54,86,23
11,50,56,35
6,34,63,15
9,66,75,33
15,48,80,8
10,18,50,46
8,52,84,44
26,53,56,26
16,55,58,28
76,80,83,4
13,30,33,18
13,46,78,6
36,39,79,24
37,45,53,37
37,57,65,37
72,77,81,5
28,37,67,28
22,65,74,10
40,81,85,9
10,38,77,10
17,38,58,10
8,24,51,8
1,34,52,25
7,28,47,16
16,24,56,40
40,55,84,12
12,44,51,8
7,71,75,43
13,58,66,6
19,22,85,31
18,27,70,15
11,66,87,11
8,59,86,32
19,72,87,24
17,69,74,14
29,60,69,5
19,38,71,7
7,47,50,7
31,46,50,19
7,22,64,31
4,13,43,28
7,46,74,19
28,37,80,13
57,62,77,14
22,26,78,46
17,36,80,17
53,58,73,22
9,17,84,5
44,47,50,32
60,64,81,21
2,56,77,26
15,42,59,11
5,59,68,29
18,26,83,23
30,38,46,42
21,52,61,9
30,75,82,15
17,26,34,10
6,62,70,42
42,48,69,30
16,20,47,4
26,46,79,19
25,34,65,22
2,8,83,26
7,22,75,3
28,56,85,13
9,41,84,5
13,42,82,6
50,53,59,26
46,50,78,46
13,46,52,25
3,10,18,15
9,40,48,21
38,68,83,26
8,11,15,20
20,35,38,32
30,60,87,30
13,44,77,1
46,78,85,6
60,68,76,36
11,27,68,20
16,79,84,12
8,41,50,32
3,11,67,39
36,64,69,21
8,15,35,20
20,40,71,4
60,69,75,24
32,36,41,17
40,55,82,28
65,81,85,41
37,40,80,13
22,29,73,22
39,68,71,20
10,55,74,19
17,20,72,17
4,43,71,16
28,37,46,28
19,28,46,31
9,54,61,18
8,35,41,32
20,28,36,44
30,49,82,6
13,43,70,25
67,70,73,31
18,39,45,30
19,25,76,31
17,20,85,1
40,49,80,13
20,60,64,44
16,25,69,9
33,75,84,33
41,49,56,1
19,52,60,12
2,20,47,26
25,45,77,37
21,78,87,33
28,48,57,21
22,62,77,10
39,71,78,11
45,51,66,33
6,39,84,30
24,64,67,12
1,68,77,1
5,32,50,29
8,24,29,17
4,13,80,13
25,34,78,6
14,18,81,2
9,17,73,45
19,37,58,31
30,46,50,42
19,63,70,3
42,62,69,2
32,37,53,1
47,63,66,11
35,78,87,11
55,59,87,43
56,83,86,32
12,52,67,12
10,49,52,34
19,64,82,31
36,56,64,36
77,80,83,29
6,62,82,42
1,21,29,37
9,75,78,33
40,69,73,9
5,13,45,41
24,29,33,5
14,68,83,26
20,36,51,8
12,40,44,36
4,82,85,28
65,82,85,22
29,33,38,14
7,22,28,31
49,67,82,25
30,39,46,15
70,73,79,34
30,48,87,30
31,47,63,43
33,75,78,33
25,76,82,25
4,23,80,4
12,32,52,36
34,43,76,34
50,56,59,26
47,55,62,7
45,54,87,33
21,26,29,14
15,42,84,27
34,73,79,34
17,22,26,10
34,53,61,22
24,68,87,8
20,53,62,32
26,33,78,2
39,68,84,8
6,36,63,30
11,17,68,35
18,33,87,30
32,38,41,32
39,54,82,15
15,22,42,15
4,46,55,28
9,54,74,2
11,17,50,35
13,41,82,22
24,66,69,24
1,29,44,1
41,44,48,17
22,25,29,22
46,67,74,19
20,36,87,8
30,33,86,2
11,64,79,16
15,57,72,27
12,65,81,5
22,64,85,34
1,19,34,25
10,79,87,3
38,47,56,26
4,32,47,4
47,65,74,35
14,41,45,14
20,53,60,17
34,50,53,10
66,75,81,30
40,49,68,13
44,71,74,32
35,54,86,23
55,82,85,31
4,31,37,28
5,13,69,41
21,29,62,14
44,51,83,20
26,54,59,23
2,21,30,2
33,37,76,9
10,18,49,6
3,18,46,15
22,30,51,15
9,41,85,45
14,30,45,2
12,45,78,24
16,22,55,28
35,43,75,47
28,68,85,13
45,51,60,33
24,51,67,24
18,22,49,6
20,53,61,1
19,39,83,43
48,51,57,24
35,67,87,47
22,62,78,46
12,39,80,8
11,26,32,35
4,7,71,16
47,51,79,47
64,67,82,28
26,71,77,26
52,67,70,28
18,21,25,18
64,68,85,13
13,34,54,6
43,76,84,12
15,42,57,27
48,63,67,24
5,20,73,1
32,48,75,8
4,10,73,28
24,54,87,24
16,35,68,4
19,22,40,31
13,65,81,37
12,32,63,8
45,50,78,2
10,31,64,34
23,51,54,11
44,59,74,32
4,32,60,40
10,54,85,6
21,41,49,45
30,63,83,11
14,17,32,26
48,51,55,24
15,54,69,27
1,19,22,25
7,71,87,43
3,30,81,27
30,50,71,23
16,24,45,21
34,49,76,34
23,29,56,35
27,47,56,20
32,36,39,8
20,49,77,1
1,16,31,25
7,61,70,31
16,43,73,28
11,32,77,35
8,23,50,32
25,34,64,25
23,26,65,35
18,50,81,2
30,46,74,42
10,30,39,15
15,59,67,39
8,36,63,8
19,39,71,43
43,76,82,31
22,31,86,19
22,29,62,10
11,14,54,23
17,20,25,1
57,75,84,33
14,35,44,26
6,61,69,18
31,34,39,3
12,31,76,12
25,77,82,22
27,57,66,27
4,32,37,13
59,62,77,35
57,65,85,45
9,17,60,5
36,39,43,24
26,57,78,2
16,31,85,28
10,42,87,15
30,71,86,23
6,12,21,30
18,27,59,11
49,70,79,25
30,38,83,23
40,43,85,28
54,57,63,30
40,67,85,28
20,25,53,1
43,48,76,12
36,44,51,8
29,56,84,17
6,70,73,6
50,58,79,19
35,79,86,7
23,56,86,35
36,45,66,24
23,44,62,35
15,35,44,20
56,65,84,17
15,31,84,24
33,36,78,33
12,41,44,17
11,63,80,20
30,45,73,18
13,53,80,1
7,11,86,7
24,27,30,24
19,22,75,3
3,24,42,27
4,11,55,16
17,50,68,29
6,72,81,30
6,15,46,15
4,22,37,28
15,72,80,8
30,36,45,30
73,77,80,1
7,25,46,31
27,58,67,3
3,10,66,15
10,62,67,19
10,14,78,46
10,18,86,46
4,22,61,28
56,59,74,32
54,59,74,23
38,53,83,26
43,52,70,31
22,26,29,10
40,48,80,40
15,57,66,27
20,28,71,4
9,17,72,5
15,71,80,20
38,53,68,26
23,41,56,35
22,66,87,15
3,48,54,27
6,69,75,30
19,58,62,19
12,54,87,24
62,67,71,7
23,29,44,35
21,48,54,33
5,35,44,29
16,31,36,12
43,52,61,31
18,35,86,23
25,34,67,25
47,67,87,47
16,24,31,12
11,42,62,23
35,66,74,23
54,58,87,15
30,69,74,2
21,30,36,33
27,72,78,27
25,28,82,25
8,16,36,44
11,31,64,16
1,10,79,25
33,72,78,33
6,9,61,18
14,35,80,26
7,14,35,7
18,51,57,30
30,34,86,42
15,42,71,11
34,43,52,34
